Data Zone,Local Authority Code,Local Authority Name,Employment domain 2012 rank,Employment domain 2012 rate (%)
S01004996,340,Perth & Kinross,4987,6
S01004997,340,Perth & Kinross,4564,7
S01004998,340,Perth & Kinross,5234,5
S01004999,340,Perth & Kinross,4526,7
S01005000,340,Perth & Kinross,5395,5
S01005001,340,Perth & Kinross,5980,4
S01005002,340,Perth & Kinross,5410,5
S01005003,340,Perth & Kinross,4553,7
S01005004,340,Perth & Kinross,4595,7
S01005005,340,Perth & Kinross,3945,9
S01005006,340,Perth & Kinross,3709,9
S01005007,340,Perth & Kinross,3570,10
S01005008,340,Perth & Kinross,6359,2
S01005009,340,Perth & Kinross,5711,4
S01005010,340,Perth & Kinross,2198,15
S01005011,340,Perth & Kinross,3063,12
S01005012,340,Perth & Kinross,2796,13
S01005013,340,Perth & Kinross,3746,9
S01005014,340,Perth & Kinross,2159,16
S01005015,340,Perth & Kinross,3427,10
S01005016,340,Perth & Kinross,3266,11
S01005017,340,Perth & Kinross,6103,3
S01005018,340,Perth & Kinross,3948,9
S01005019,340,Perth & Kinross,2929,12
S01005020,340,Perth & Kinross,5472,5
S01005021,340,Perth & Kinross,6082,3
S01005022,340,Perth & Kinross,4105,8
S01005023,340,Perth & Kinross,6076,3
S01005024,340,Perth & Kinross,5050,6
S01005025,340,Perth & Kinross,5163,5
S01005026,340,Perth & Kinross,6126,3
S01005027,340,Perth & Kinross,4665,7
S01005028,340,Perth & Kinross,5557,5
S01005029,340,Perth & Kinross,4778,6
S01005030,340,Perth & Kinross,5450,5
S01005031,340,Perth & Kinross,3694,9
S01005032,340,Perth & Kinross,5868,4
S01005033,340,Perth & Kinross,6002,3
S01005034,340,Perth & Kinross,6220,3
S01005035,340,Perth & Kinross,5081,6
S01005036,340,Perth & Kinross,5997,3
S01005037,340,Perth & Kinross,1181,22
S01005038,340,Perth & Kinross,6312,2
S01005039,340,Perth & Kinross,4817,6
S01005040,340,Perth & Kinross,1123,22
S01005041,340,Perth & Kinross,1434,20
S01005042,340,Perth & Kinross,5247,5
S01005043,340,Perth & Kinross,2925,12
S01005044,340,Perth & Kinross,3331,11
S01005045,340,Perth & Kinross,5732,4
S01005046,340,Perth & Kinross,4405,7
S01005047,340,Perth & Kinross,1818,18
S01005048,340,Perth & Kinross,3470,10
S01005049,340,Perth & Kinross,1138,22
S01005050,340,Perth & Kinross,1159,22
S01005051,340,Perth & Kinross,5527,5
S01005052,340,Perth & Kinross,5349,5
S01005053,340,Perth & Kinross,1281,21
S01005054,340,Perth & Kinross,2487,14
S01005055,340,Perth & Kinross,2277,15
S01005056,340,Perth & Kinross,2685,13
S01005057,340,Perth & Kinross,1040,23
S01005058,340,Perth & Kinross,2070,16
S01005059,340,Perth & Kinross,3744,9
S01005060,340,Perth & Kinross,2139,16
S01005061,340,Perth & Kinross,2077,16
S01005062,340,Perth & Kinross,4856,6
S01005063,340,Perth & Kinross,6251,3
S01005064,340,Perth & Kinross,6075,3
S01005065,340,Perth & Kinross,2645,13
S01005066,340,Perth & Kinross,606,27
S01005067,340,Perth & Kinross,5764,4
S01005068,340,Perth & Kinross,4171,8
S01005069,340,Perth & Kinross,2047,16
S01005070,340,Perth & Kinross,4406,7
S01005071,340,Perth & Kinross,3479,10
S01005072,340,Perth & Kinross,2886,12
S01005073,340,Perth & Kinross,5582,5
S01005074,340,Perth & Kinross,4713,6
S01005075,340,Perth & Kinross,318,31
S01005076,340,Perth & Kinross,1786,18
S01005077,340,Perth & Kinross,5710,4
S01005078,340,Perth & Kinross,2786,13
S01005079,340,Perth & Kinross,1464,20
S01005080,340,Perth & Kinross,1772,18
S01005081,340,Perth & Kinross,2122,16
S01005082,340,Perth & Kinross,5337,5
S01005083,340,Perth & Kinross,3173,11
S01005084,340,Perth & Kinross,2068,16
S01005085,340,Perth & Kinross,3473,10
S01005086,340,Perth & Kinross,3122,11
S01005087,340,Perth & Kinross,3180,11
S01005088,340,Perth & Kinross,3617,10
S01005089,340,Perth & Kinross,4657,7
S01005090,340,Perth & Kinross,4747,6
S01005091,340,Perth & Kinross,5448,5
S01005092,340,Perth & Kinross,3492,10
S01005093,340,Perth & Kinross,2651,13
S01005094,340,Perth & Kinross,6190,3
S01005095,340,Perth & Kinross,4550,7
S01005096,340,Perth & Kinross,4197,8
S01005097,340,Perth & Kinross,5277,5
S01005098,340,Perth & Kinross,3958,9
S01005099,340,Perth & Kinross,4922,6
S01005100,340,Perth & Kinross,4997,6
S01005101,340,Perth & Kinross,4683,7
S01005102,340,Perth & Kinross,4254,8
S01005103,340,Perth & Kinross,5719,4
S01005104,340,Perth & Kinross,6396,2
S01005105,340,Perth & Kinross,3521,10
S01005106,340,Perth & Kinross,2907,12
S01005107,340,Perth & Kinross,5772,4
S01005108,340,Perth & Kinross,3683,9
S01005109,340,Perth & Kinross,5638,4
S01005110,340,Perth & Kinross,4606,7
S01005111,340,Perth & Kinross,4769,6
S01005112,340,Perth & Kinross,6274,3
S01005113,340,Perth & Kinross,3687,9
S01005114,340,Perth & Kinross,2609,14
S01005115,340,Perth & Kinross,3886,9
S01005116,340,Perth & Kinross,5880,4
S01005117,340,Perth & Kinross,5468,5
S01005118,340,Perth & Kinross,5009,6
S01005119,340,Perth & Kinross,5155,5
S01005120,340,Perth & Kinross,3671,9
S01005121,340,Perth & Kinross,5252,5
S01005122,340,Perth & Kinross,3971,9
S01005123,340,Perth & Kinross,4911,6
S01005124,340,Perth & Kinross,3330,11
S01005125,340,Perth & Kinross,2903,12
S01005126,340,Perth & Kinross,4838,6
S01005127,340,Perth & Kinross,906,24
S01005128,340,Perth & Kinross,5171,5
S01005129,340,Perth & Kinross,3311,11
S01005130,340,Perth & Kinross,691,26
S01005131,340,Perth & Kinross,4684,7
S01005132,340,Perth & Kinross,4435,7
S01005133,340,Perth & Kinross,5815,4
S01005134,340,Perth & Kinross,3162,11
S01005135,340,Perth & Kinross,3885,9
S01005136,340,Perth & Kinross,4149,8
S01005137,340,Perth & Kinross,4630,7
S01005138,340,Perth & Kinross,3252,11
S01005139,340,Perth & Kinross,6059,3
S01005140,340,Perth & Kinross,6053,3
S01005141,340,Perth & Kinross,4966,6
S01005142,340,Perth & Kinross,4568,7
S01005143,340,Perth & Kinross,4486,7
S01005144,340,Perth & Kinross,5449,5
S01005145,340,Perth & Kinross,6005,3
S01005146,340,Perth & Kinross,4697,7
S01005147,340,Perth & Kinross,5611,4
S01005148,350,Renfrewshire,4360,7
S01005149,350,Renfrewshire,3334,11
S01005150,350,Renfrewshire,3151,11
S01005151,350,Renfrewshire,2664,13
S01005152,350,Renfrewshire,5143,5
S01005153,350,Renfrewshire,4617,7
S01005154,350,Renfrewshire,4863,6
S01005155,350,Renfrewshire,3511,10
S01005156,350,Renfrewshire,1662,19
S01005157,350,Renfrewshire,1268,21
S01005158,350,Renfrewshire,3298,11
S01005159,350,Renfrewshire,1835,17
S01005160,350,Renfrewshire,959,23
S01005161,350,Renfrewshire,2025,16
S01005162,350,Renfrewshire,975,23
S01005163,350,Renfrewshire,1718,18
S01005164,350,Renfrewshire,2531,14
S01005165,350,Renfrewshire,2029,16
S01005166,350,Renfrewshire,818,24
S01005167,350,Renfrewshire,721,25
S01005168,350,Renfrewshire,3438,10
S01005169,350,Renfrewshire,3852,9
S01005170,350,Renfrewshire,4938,6
S01005171,350,Renfrewshire,1019,23
S01005172,350,Renfrewshire,5644,4
S01005173,350,Renfrewshire,2963,12
S01005174,350,Renfrewshire,466,29
S01005175,350,Renfrewshire,5574,5
S01005176,350,Renfrewshire,126,36
S01005177,350,Renfrewshire,212,34
S01005178,350,Renfrewshire,1244,21
S01005179,350,Renfrewshire,3444,10
S01005180,350,Renfrewshire,4839,6
S01005181,350,Renfrewshire,5782,4
S01005182,350,Renfrewshire,107,37
S01005183,350,Renfrewshire,1146,22
S01005184,350,Renfrewshire,202,34
S01005185,350,Renfrewshire,1904,17
S01005186,350,Renfrewshire,2333,15
S01005187,350,Renfrewshire,2648,13
S01005188,350,Renfrewshire,5464,5
S01005189,350,Renfrewshire,1428,20
S01005190,350,Renfrewshire,5204,5
S01005191,350,Renfrewshire,605,27
S01005192,350,Renfrewshire,4355,7
S01005193,350,Renfrewshire,5483,5
S01005194,350,Renfrewshire,2845,13
S01005195,350,Renfrewshire,4756,6
S01005196,350,Renfrewshire,1006,23
S01005197,350,Renfrewshire,939,24
S01005198,350,Renfrewshire,4459,7
S01005199,350,Renfrewshire,1651,19
S01005200,350,Renfrewshire,4840,6
S01005201,350,Renfrewshire,1260,21
S01005202,350,Renfrewshire,1036,23
S01005203,350,Renfrewshire,3656,10
S01005204,350,Renfrewshire,4848,6
S01005205,350,Renfrewshire,5496,5
S01005206,350,Renfrewshire,4559,7
S01005207,350,Renfrewshire,285,32
S01005208,350,Renfrewshire,215,34
S01005209,350,Renfrewshire,1893,17
S01005210,350,Renfrewshire,758,25
S01005211,350,Renfrewshire,715,25
S01005212,350,Renfrewshire,3911,9
S01005213,350,Renfrewshire,3729,9
S01005214,350,Renfrewshire,200,34
S01005215,350,Renfrewshire,1325,21
S01005216,350,Renfrewshire,532,28
S01005217,350,Renfrewshire,2715,13
S01005218,350,Renfrewshire,564,27
S01005219,350,Renfrewshire,791,25
S01005220,350,Renfrewshire,2605,14
S01005221,350,Renfrewshire,4572,7
S01005222,350,Renfrewshire,1212,21
S01005223,350,Renfrewshire,3074,12
S01005224,350,Renfrewshire,5478,5
S01005225,350,Renfrewshire,3110,11
S01005226,350,Renfrewshire,2558,14
S01005227,350,Renfrewshire,657,26
S01005228,350,Renfrewshire,5761,4
S01005229,350,Renfrewshire,1426,20
S01005230,350,Renfrewshire,3034,12
S01005231,350,Renfrewshire,5836,4
S01005232,350,Renfrewshire,819,24
S01005233,350,Renfrewshire,664,26
S01005234,350,Renfrewshire,3568,10
S01005235,350,Renfrewshire,3459,10
S01005236,350,Renfrewshire,2416,14
S01005237,350,Renfrewshire,5741,4
S01005238,350,Renfrewshire,3053,12
S01005239,350,Renfrewshire,660,26
S01005240,350,Renfrewshire,404,30
S01005241,350,Renfrewshire,4813,6
S01005242,350,Renfrewshire,72,39
S01005243,350,Renfrewshire,360,31
S01005244,350,Renfrewshire,5654,4
S01005245,350,Renfrewshire,2051,16
S01005246,350,Renfrewshire,152,36
S01005247,350,Renfrewshire,8,52
S01005248,350,Renfrewshire,422,29
S01005249,350,Renfrewshire,1709,18
S01005250,350,Renfrewshire,474,29
S01005251,350,Renfrewshire,580,27
S01005252,350,Renfrewshire,552,28
S01005253,350,Renfrewshire,3361,11
S01005254,350,Renfrewshire,3428,10
S01005255,350,Renfrewshire,24,47
S01005256,350,Renfrewshire,4700,7
S01005257,350,Renfrewshire,3692,9
S01005258,350,Renfrewshire,4342,8
S01005259,350,Renfrewshire,276,32
S01005260,350,Renfrewshire,120,36
S01005261,350,Renfrewshire,111,37
S01005262,350,Renfrewshire,3484,10
S01005263,350,Renfrewshire,28,46
S01005264,350,Renfrewshire,1568,19
S01005265,350,Renfrewshire,2,60
S01005266,350,Renfrewshire,771,25
S01005267,350,Renfrewshire,1768,18
S01005268,350,Renfrewshire,332,31
S01005269,350,Renfrewshire,1959,17
S01005270,350,Renfrewshire,3750,9
S01005271,350,Renfrewshire,5921,4
S01005272,350,Renfrewshire,18,48
S01005273,350,Renfrewshire,3610,10
S01005274,350,Renfrewshire,458,29
S01005275,350,Renfrewshire,399,30
S01005276,350,Renfrewshire,1094,22
S01005277,350,Renfrewshire,3875,9
S01005278,350,Renfrewshire,1380,20
S01005279,350,Renfrewshire,6021,3
S01005280,350,Renfrewshire,712,25
S01005281,350,Renfrewshire,2005,16
S01005282,350,Renfrewshire,741,25
S01005283,350,Renfrewshire,5261,5
S01005284,350,Renfrewshire,135,36
S01005285,350,Renfrewshire,3624,10
S01005286,350,Renfrewshire,5989,4
S01005287,350,Renfrewshire,2515,14
S01005288,350,Renfrewshire,800,25
S01005289,350,Renfrewshire,2109,16
S01005290,350,Renfrewshire,2602,14
S01005291,350,Renfrewshire,5111,6
S01005292,350,Renfrewshire,233,33
S01005293,350,Renfrewshire,1079,22
S01005294,350,Renfrewshire,5700,4
S01005295,350,Renfrewshire,2020,16
S01005296,350,Renfrewshire,6294,2
S01005297,350,Renfrewshire,4373,7
S01005298,350,Renfrewshire,5441,5
S01005299,350,Renfrewshire,4931,6
S01005300,350,Renfrewshire,6130,3
S01005301,350,Renfrewshire,5939,4
S01005302,350,Renfrewshire,2372,15
S01005303,350,Renfrewshire,2330,15
S01005304,350,Renfrewshire,3955,9
S01005305,350,Renfrewshire,2489,14
S01005306,350,Renfrewshire,5734,4
S01005307,350,Renfrewshire,6301,2
S01005308,350,Renfrewshire,646,26
S01005309,350,Renfrewshire,2247,15
S01005310,350,Renfrewshire,1553,19
S01005311,350,Renfrewshire,3940,9
S01005312,350,Renfrewshire,4805,6
S01005313,350,Renfrewshire,4280,8
S01005314,350,Renfrewshire,6060,3
S01005315,350,Renfrewshire,450,29
S01005316,350,Renfrewshire,4305,8
S01005317,350,Renfrewshire,4469,7
S01005318,350,Renfrewshire,2289,15
S01005319,350,Renfrewshire,4748,6
S01005320,350,Renfrewshire,3723,9
S01005321,350,Renfrewshire,3177,11
S01005322,350,Renfrewshire,2940,12
S01005323,350,Renfrewshire,1988,17
S01005324,350,Renfrewshire,1696,18
S01005325,350,Renfrewshire,2898,12
S01005326,350,Renfrewshire,513,28
S01005327,350,Renfrewshire,1549,19
S01005328,350,Renfrewshire,406,30
S01005329,350,Renfrewshire,5167,5
S01005330,350,Renfrewshire,1252,21
S01005331,350,Renfrewshire,976,23
S01005332,350,Renfrewshire,4098,8
S01005333,350,Renfrewshire,4939,6
S01005334,350,Renfrewshire,4278,8
S01005335,350,Renfrewshire,4849,6
S01005336,350,Renfrewshire,3851,9
S01005337,350,Renfrewshire,5445,5
S01005338,350,Renfrewshire,5646,4
S01005339,350,Renfrewshire,2762,13
S01005340,350,Renfrewshire,5446,5
S01005341,350,Renfrewshire,2229,15
S01005342,350,Renfrewshire,2491,14
S01005343,350,Renfrewshire,5205,5
S01005344,350,Renfrewshire,2975,12
S01005345,350,Renfrewshire,5698,4
S01005346,350,Renfrewshire,4948,6
S01005347,350,Renfrewshire,5659,4
S01005348,350,Renfrewshire,2632,13
S01005349,350,Renfrewshire,5398,5
S01005350,350,Renfrewshire,5955,4
S01005351,350,Renfrewshire,4160,8
S01005352,350,Renfrewshire,2708,13
S01005353,350,Renfrewshire,2363,15
S01005354,350,Renfrewshire,5457,5
S01005355,350,Renfrewshire,2475,14
S01005356,350,Renfrewshire,5149,5
S01005357,350,Renfrewshire,2567,14
S01005358,350,Renfrewshire,3538,10
S01005359,350,Renfrewshire,5516,5
S01005360,350,Renfrewshire,4879,6
S01005361,350,Renfrewshire,5847,4
S01005362,355,Scottish Borders,3112,11
S01005363,355,Scottish Borders,5425,5
S01005364,355,Scottish Borders,5160,5
S01005365,355,Scottish Borders,4906,6
S01005366,355,Scottish Borders,4753,6
S01005367,355,Scottish Borders,1613,19
S01005368,355,Scottish Borders,1479,20
S01005369,355,Scottish Borders,809,25
S01005370,355,Scottish Borders,4250,8
S01005371,355,Scottish Borders,4201,8
S01005372,355,Scottish Borders,2703,13
S01005373,355,Scottish Borders,1379,20
S01005374,355,Scottish Borders,2128,16
S01005375,355,Scottish Borders,3037,12
S01005376,355,Scottish Borders,2253,15
S01005377,355,Scottish Borders,2221,15
S01005378,355,Scottish Borders,1256,21
S01005379,355,Scottish Borders,3184,11
S01005380,355,Scottish Borders,1394,20
S01005381,355,Scottish Borders,1117,22
S01005382,355,Scottish Borders,964,23
S01005383,355,Scottish Borders,5299,5
S01005384,355,Scottish Borders,5386,5
S01005385,355,Scottish Borders,5839,4
S01005386,355,Scottish Borders,4789,6
S01005387,355,Scottish Borders,3216,11
S01005388,355,Scottish Borders,3196,11
S01005389,355,Scottish Borders,2577,14
S01005390,355,Scottish Borders,3227,11
S01005391,355,Scottish Borders,4475,7
S01005392,355,Scottish Borders,3975,9
S01005393,355,Scottish Borders,5511,5
S01005394,355,Scottish Borders,4687,7
S01005395,355,Scottish Borders,5332,5
S01005396,355,Scottish Borders,5423,5
S01005397,355,Scottish Borders,3508,10
S01005398,355,Scottish Borders,4991,6
S01005399,355,Scottish Borders,2877,12
S01005400,355,Scottish Borders,1472,20
S01005401,355,Scottish Borders,3894,9
S01005402,355,Scottish Borders,3702,9
S01005403,355,Scottish Borders,2374,15
S01005404,355,Scottish Borders,5477,5
S01005405,355,Scottish Borders,4046,8
S01005406,355,Scottish Borders,4303,8
S01005407,355,Scottish Borders,5428,5
S01005408,355,Scottish Borders,1908,17
S01005409,355,Scottish Borders,4047,8
S01005410,355,Scottish Borders,5340,5
S01005411,355,Scottish Borders,4316,8
S01005412,355,Scottish Borders,3572,10
S01005413,355,Scottish Borders,2834,13
S01005414,355,Scottish Borders,4478,7
S01005415,355,Scottish Borders,4150,8
S01005416,355,Scottish Borders,2246,15
S01005417,355,Scottish Borders,3802,9
S01005418,355,Scottish Borders,4836,6
S01005419,355,Scottish Borders,4029,8
S01005420,355,Scottish Borders,4428,7
S01005421,355,Scottish Borders,3077,12
S01005422,355,Scottish Borders,5624,4
S01005423,355,Scottish Borders,4413,7
S01005424,355,Scottish Borders,3845,9
S01005425,355,Scottish Borders,943,23
S01005426,355,Scottish Borders,414,30
S01005427,355,Scottish Borders,1546,19
S01005428,355,Scottish Borders,1911,17
S01005429,355,Scottish Borders,2320,15
S01005430,355,Scottish Borders,4155,8
S01005431,355,Scottish Borders,1702,18
S01005432,355,Scottish Borders,4088,8
S01005433,355,Scottish Borders,2400,14
S01005434,355,Scottish Borders,2939,12
S01005435,355,Scottish Borders,4585,7
S01005436,355,Scottish Borders,2881,12
S01005437,355,Scottish Borders,3280,11
S01005438,355,Scottish Borders,3113,11
S01005439,355,Scottish Borders,2781,13
S01005440,355,Scottish Borders,5355,5
S01005441,355,Scottish Borders,2741,13
S01005442,355,Scottish Borders,5885,4
S01005443,355,Scottish Borders,4444,7
S01005444,355,Scottish Borders,4512,7
S01005445,355,Scottish Borders,5757,4
S01005446,355,Scottish Borders,2909,12
S01005447,355,Scottish Borders,4295,8
S01005448,355,Scottish Borders,5461,5
S01005449,355,Scottish Borders,5555,5
S01005450,355,Scottish Borders,2961,12
S01005451,355,Scottish Borders,5245,5
S01005452,355,Scottish Borders,5197,5
S01005453,355,Scottish Borders,4304,8
S01005454,355,Scottish Borders,5147,5
S01005455,355,Scottish Borders,3237,11
S01005456,355,Scottish Borders,5381,5
S01005457,355,Scottish Borders,2746,13
S01005458,355,Scottish Borders,2870,12
S01005459,355,Scottish Borders,5682,4
S01005460,355,Scottish Borders,5387,5
S01005461,355,Scottish Borders,3947,9
S01005462,355,Scottish Borders,4846,6
S01005463,355,Scottish Borders,4048,8
S01005464,355,Scottish Borders,3499,10
S01005465,355,Scottish Borders,5970,4
S01005466,355,Scottish Borders,5248,5
S01005467,355,Scottish Borders,5809,4
S01005468,355,Scottish Borders,6115,3
S01005469,355,Scottish Borders,4480,7
S01005470,355,Scottish Borders,5990,4
S01005471,355,Scottish Borders,4965,6
S01005472,355,Scottish Borders,5600,4
S01005473,355,Scottish Borders,4569,7
S01005474,355,Scottish Borders,2274,15
S01005475,355,Scottish Borders,3783,9
S01005476,355,Scottish Borders,4679,7
S01005477,355,Scottish Borders,5280,5
S01005478,355,Scottish Borders,2441,14
S01005479,355,Scottish Borders,3591,10
S01005480,355,Scottish Borders,4780,6
S01005481,355,Scottish Borders,3043,12
S01005482,355,Scottish Borders,5022,6
S01005483,355,Scottish Borders,4461,7
S01005484,355,Scottish Borders,4227,8
S01005485,355,Scottish Borders,2451,14
S01005486,355,Scottish Borders,2395,14
S01005487,355,Scottish Borders,2100,16
S01005488,355,Scottish Borders,2300,15
S01005489,355,Scottish Borders,4247,8
S01005490,355,Scottish Borders,4273,8
S01005491,355,Scottish Borders,3566,10
S01005492,360,Shetland Islands,5249,5
S01005493,360,Shetland Islands,5606,4
S01005494,360,Shetland Islands,4267,8
S01005495,360,Shetland Islands,5075,6
S01005496,360,Shetland Islands,5605,4
S01005497,360,Shetland Islands,6282,3
S01005498,360,Shetland Islands,3595,10
S01005499,360,Shetland Islands,3189,11
S01005500,360,Shetland Islands,4818,6
S01005501,360,Shetland Islands,3486,10
S01005502,360,Shetland Islands,4676,7
S01005503,360,Shetland Islands,3375,10
S01005504,360,Shetland Islands,5012,6
S01005505,360,Shetland Islands,3389,10
S01005506,360,Shetland Islands,4854,6
S01005507,360,Shetland Islands,3420,10
S01005508,360,Shetland Islands,2780,13
S01005509,360,Shetland Islands,5618,4
S01005510,360,Shetland Islands,6286,3
S01005511,360,Shetland Islands,6378,2
S01005512,360,Shetland Islands,4999,6
S01005513,360,Shetland Islands,5010,6
S01005514,360,Shetland Islands,5098,6
S01005515,360,Shetland Islands,6336,2
S01005516,360,Shetland Islands,5488,5
S01005517,360,Shetland Islands,3760,9
S01005518,360,Shetland Islands,5288,5
S01005519,360,Shetland Islands,4314,8
S01005520,360,Shetland Islands,4230,8
S01005521,360,Shetland Islands,4984,6
S01005522,370,South Ayrshire,2655,13
S01005523,370,South Ayrshire,3998,8
S01005524,370,South Ayrshire,3338,11
S01005525,370,South Ayrshire,2872,12
S01005526,370,South Ayrshire,706,26
S01005527,370,South Ayrshire,658,26
S01005528,370,South Ayrshire,1046,23
S01005529,370,South Ayrshire,2285,15
S01005530,370,South Ayrshire,952,23
S01005531,370,South Ayrshire,3241,11
S01005532,370,South Ayrshire,2342,15
S01005533,370,South Ayrshire,1867,17
S01005534,370,South Ayrshire,2359,15
S01005535,370,South Ayrshire,2629,13
S01005536,370,South Ayrshire,4002,8
S01005537,370,South Ayrshire,2137,16
S01005538,370,South Ayrshire,3787,9
S01005539,370,South Ayrshire,3960,9
S01005540,370,South Ayrshire,1050,23
S01005541,370,South Ayrshire,1601,19
S01005542,370,South Ayrshire,2634,13
S01005543,370,South Ayrshire,2035,16
S01005544,370,South Ayrshire,1652,19
S01005545,370,South Ayrshire,3362,11
S01005546,370,South Ayrshire,3964,9
S01005547,370,South Ayrshire,3721,9
S01005548,370,South Ayrshire,3048,12
S01005549,370,South Ayrshire,3523,10
S01005550,370,South Ayrshire,6180,3
S01005551,370,South Ayrshire,4920,6
S01005552,370,South Ayrshire,5927,4
S01005553,370,South Ayrshire,6430,2
S01005554,370,South Ayrshire,6132,3
S01005555,370,South Ayrshire,5696,4
S01005556,370,South Ayrshire,5683,4
S01005557,370,South Ayrshire,2740,13
S01005558,370,South Ayrshire,4750,6
S01005559,370,South Ayrshire,1013,23
S01005560,370,South Ayrshire,1282,21
S01005561,370,South Ayrshire,4733,6
S01005562,370,South Ayrshire,4862,6
S01005563,370,South Ayrshire,1522,19
S01005564,370,South Ayrshire,6233,3
S01005565,370,South Ayrshire,4212,8
S01005566,370,South Ayrshire,2095,16
S01005567,370,South Ayrshire,1051,23
S01005568,370,South Ayrshire,3795,9
S01005569,370,South Ayrshire,5260,5
S01005570,370,South Ayrshire,3896,9
S01005571,370,South Ayrshire,5619,4
S01005572,370,South Ayrshire,5712,4
S01005573,370,South Ayrshire,2828,13
S01005574,370,South Ayrshire,2894,12
S01005575,370,South Ayrshire,5336,5
S01005576,370,South Ayrshire,3634,10
S01005577,370,South Ayrshire,5327,5
S01005578,370,South Ayrshire,2804,13
S01005579,370,South Ayrshire,5101,6
S01005580,370,South Ayrshire,5901,4
S01005581,370,South Ayrshire,2389,15
S01005582,370,South Ayrshire,4383,7
S01005583,370,South Ayrshire,4539,7
S01005584,370,South Ayrshire,5758,4
S01005585,370,South Ayrshire,623,27
S01005586,370,South Ayrshire,1304,21
S01005587,370,South Ayrshire,2616,14
S01005588,370,South Ayrshire,1336,21
S01005589,370,South Ayrshire,733,25
S01005590,370,South Ayrshire,29,45
S01005591,370,South Ayrshire,1238,21
S01005592,370,South Ayrshire,90,38
S01005593,370,South Ayrshire,1249,21
S01005594,370,South Ayrshire,73,39
S01005595,370,South Ayrshire,437,29
S01005596,370,South Ayrshire,512,28
S01005597,370,South Ayrshire,966,23
S01005598,370,South Ayrshire,115,37
S01005599,370,South Ayrshire,1135,22
S01005600,370,South Ayrshire,81,39
S01005601,370,South Ayrshire,2304,15
S01005602,370,South Ayrshire,442,29
S01005603,370,South Ayrshire,1597,19
S01005604,370,South Ayrshire,401,30
S01005605,370,South Ayrshire,2208,15
S01005606,370,South Ayrshire,2272,15
S01005607,370,South Ayrshire,3865,9
S01005608,370,South Ayrshire,3689,9
S01005609,370,South Ayrshire,2040,16
S01005610,370,South Ayrshire,4049,8
S01005611,370,South Ayrshire,305,32
S01005612,370,South Ayrshire,5960,4
S01005613,370,South Ayrshire,1954,17
S01005614,370,South Ayrshire,2452,14
S01005615,370,South Ayrshire,2496,14
S01005616,370,South Ayrshire,3710,9
S01005617,370,South Ayrshire,2600,14
S01005618,370,South Ayrshire,1569,19
S01005619,370,South Ayrshire,5099,6
S01005620,370,South Ayrshire,3098,12
S01005621,370,South Ayrshire,2233,15
S01005622,370,South Ayrshire,4126,8
S01005623,370,South Ayrshire,3228,11
S01005624,370,South Ayrshire,5504,5
S01005625,370,South Ayrshire,4523,7
S01005626,370,South Ayrshire,2847,13
S01005627,370,South Ayrshire,3933,9
S01005628,370,South Ayrshire,1575,19
S01005629,370,South Ayrshire,5389,5
S01005630,370,South Ayrshire,3555,10
S01005631,370,South Ayrshire,2412,14
S01005632,370,South Ayrshire,3786,9
S01005633,370,South Ayrshire,2349,15
S01005634,370,South Ayrshire,4231,8
S01005635,370,South Ayrshire,5569,5
S01005636,370,South Ayrshire,4533,7
S01005637,370,South Ayrshire,4132,8
S01005638,370,South Ayrshire,4322,8
S01005639,370,South Ayrshire,1866,17
S01005640,370,South Ayrshire,4496,7
S01005641,370,South Ayrshire,3142,11
S01005642,370,South Ayrshire,5884,4
S01005643,370,South Ayrshire,4822,6
S01005644,370,South Ayrshire,6178,3
S01005645,370,South Ayrshire,5290,5
S01005646,370,South Ayrshire,2045,16
S01005647,370,South Ayrshire,5230,5
S01005648,370,South Ayrshire,2195,15
S01005649,370,South Ayrshire,1884,17
S01005650,370,South Ayrshire,1469,20
S01005651,370,South Ayrshire,1047,23
S01005652,370,South Ayrshire,4392,7
S01005653,370,South Ayrshire,2631,13
S01005654,370,South Ayrshire,3230,11
S01005655,370,South Ayrshire,4907,6
S01005656,370,South Ayrshire,596,27
S01005657,370,South Ayrshire,4587,7
S01005658,370,South Ayrshire,5134,5
S01005659,370,South Ayrshire,5823,4
S01005660,370,South Ayrshire,2173,16
S01005661,370,South Ayrshire,5282,5
S01005662,370,South Ayrshire,5851,4
S01005663,370,South Ayrshire,5538,5
S01005664,370,South Ayrshire,6026,3
S01005665,370,South Ayrshire,5268,5
S01005666,370,South Ayrshire,2749,13
S01005667,370,South Ayrshire,3130,11
S01005668,370,South Ayrshire,2928,12
S01005669,380,South Lanarkshire,3238,11
S01005670,380,South Lanarkshire,3212,11
S01005671,380,South Lanarkshire,3535,10
S01005672,380,South Lanarkshire,930,24
S01005673,380,South Lanarkshire,4200,8
S01005674,380,South Lanarkshire,2519,14
S01005675,380,South Lanarkshire,452,29
S01005676,380,South Lanarkshire,1618,19
S01005677,380,South Lanarkshire,4686,7
S01005678,380,South Lanarkshire,4470,7
S01005679,380,South Lanarkshire,2178,16
S01005680,380,South Lanarkshire,4195,8
S01005681,380,South Lanarkshire,4853,6
S01005682,380,South Lanarkshire,5908,4
S01005683,380,South Lanarkshire,411,30
S01005684,380,South Lanarkshire,2186,16
S01005685,380,South Lanarkshire,5888,4
S01005686,380,South Lanarkshire,2813,13
S01005687,380,South Lanarkshire,4895,6
S01005688,380,South Lanarkshire,4054,8
