Data Zone,Local Authority Code,Local Authority Name,Employment domain 2012 rank,Employment domain 2012 rate (%)
S01000713,130,Argyll & Bute,3495,10
S01000714,130,Argyll & Bute,3698,9
S01000715,130,Argyll & Bute,1887,17
S01000716,130,Argyll & Bute,627,26
S01000717,130,Argyll & Bute,1012,23
S01000718,130,Argyll & Bute,2057,16
S01000719,130,Argyll & Bute,4277,8
S01000720,130,Argyll & Bute,2755,13
S01000721,130,Argyll & Bute,3067,12
S01000722,130,Argyll & Bute,3011,12
S01000723,130,Argyll & Bute,5076,6
S01000724,130,Argyll & Bute,3093,12
S01000725,130,Argyll & Bute,4202,8
S01000726,130,Argyll & Bute,4133,8
S01000727,130,Argyll & Bute,2420,14
S01000728,130,Argyll & Bute,4612,7
S01000729,130,Argyll & Bute,1712,18
S01000730,130,Argyll & Bute,2067,16
S01000731,130,Argyll & Bute,735,25
S01000732,130,Argyll & Bute,134,36
S01000733,130,Argyll & Bute,1317,21
S01000734,130,Argyll & Bute,4768,6
S01000735,130,Argyll & Bute,3294,11
S01000736,130,Argyll & Bute,2391,15
S01000737,130,Argyll & Bute,1299,21
S01000738,130,Argyll & Bute,3301,11
S01000739,130,Argyll & Bute,3381,10
S01000740,130,Argyll & Bute,3476,10
S01000741,130,Argyll & Bute,3625,10
S01000742,130,Argyll & Bute,2902,12
S01000743,130,Argyll & Bute,3222,11
S01000744,130,Argyll & Bute,1093,22
S01000745,130,Argyll & Bute,2440,14
S01000746,130,Argyll & Bute,1633,19
S01000747,130,Argyll & Bute,1405,20
S01000748,130,Argyll & Bute,260,33
S01000749,130,Argyll & Bute,188,34
S01000750,130,Argyll & Bute,2892,12
S01000751,130,Argyll & Bute,4554,7
S01000752,130,Argyll & Bute,545,28
S01000753,130,Argyll & Bute,3150,11
S01000754,130,Argyll & Bute,2046,16
S01000755,130,Argyll & Bute,4457,7
S01000756,130,Argyll & Bute,3027,12
S01000757,130,Argyll & Bute,3083,12
S01000758,130,Argyll & Bute,5589,5
S01000759,130,Argyll & Bute,2034,16
S01000760,130,Argyll & Bute,3827,9
S01000761,130,Argyll & Bute,3820,9
S01000762,130,Argyll & Bute,5982,4
S01000763,130,Argyll & Bute,5708,4
S01000764,130,Argyll & Bute,5238,5
S01000765,130,Argyll & Bute,6049,3
S01000766,130,Argyll & Bute,2911,12
S01000767,130,Argyll & Bute,189,34
S01000768,130,Argyll & Bute,2079,16
S01000769,130,Argyll & Bute,1627,19
S01000770,130,Argyll & Bute,510,28
S01000771,130,Argyll & Bute,4208,8
S01000772,130,Argyll & Bute,4507,7
S01000773,130,Argyll & Bute,3790,9
S01000774,130,Argyll & Bute,3195,11
S01000775,130,Argyll & Bute,5983,4
S01000776,130,Argyll & Bute,6211,3
S01000777,130,Argyll & Bute,3245,11
S01000778,130,Argyll & Bute,5649,4
S01000779,130,Argyll & Bute,3922,9
S01000780,130,Argyll & Bute,1143,22
S01000781,130,Argyll & Bute,6157,3
S01000782,130,Argyll & Bute,5877,4
S01000783,130,Argyll & Bute,4421,7
S01000784,130,Argyll & Bute,6017,3
S01000785,130,Argyll & Bute,2236,15
S01000786,130,Argyll & Bute,3530,10
S01000787,130,Argyll & Bute,3841,9
S01000788,130,Argyll & Bute,5297,5
S01000789,130,Argyll & Bute,3480,10
S01000790,130,Argyll & Bute,6014,3
S01000791,130,Argyll & Bute,3980,9
S01000792,130,Argyll & Bute,5087,6
S01000793,130,Argyll & Bute,3471,10
S01000794,130,Argyll & Bute,1679,19
S01000795,130,Argyll & Bute,4653,7
S01000796,130,Argyll & Bute,4951,6
S01000797,130,Argyll & Bute,2793,13
S01000798,130,Argyll & Bute,2771,13
S01000799,130,Argyll & Bute,6348,2
S01000800,130,Argyll & Bute,3477,10
S01000801,130,Argyll & Bute,6083,3
S01000802,130,Argyll & Bute,3898,9
S01000803,130,Argyll & Bute,5744,4
S01000804,130,Argyll & Bute,4077,8
S01000805,130,Argyll & Bute,5157,5
S01000806,130,Argyll & Bute,4709,6
S01000807,130,Argyll & Bute,4735,6
S01000808,130,Argyll & Bute,5089,6
S01000809,130,Argyll & Bute,5553,5
S01000810,130,Argyll & Bute,4341,8
S01000811,130,Argyll & Bute,5947,4
S01000812,130,Argyll & Bute,1525,19
S01000813,130,Argyll & Bute,4992,6
S01000814,130,Argyll & Bute,2763,13
S01000815,130,Argyll & Bute,1492,20
S01000816,130,Argyll & Bute,2671,13
S01000817,130,Argyll & Bute,4095,8
S01000818,130,Argyll & Bute,5716,4
S01000819,130,Argyll & Bute,4648,7
S01000820,130,Argyll & Bute,4867,6
S01000821,130,Argyll & Bute,4039,8
S01000822,130,Argyll & Bute,4058,8
S01000823,130,Argyll & Bute,1903,17
S01000824,130,Argyll & Bute,4621,7
S01000825,130,Argyll & Bute,5382,5
S01000826,130,Argyll & Bute,3078,12
S01000827,130,Argyll & Bute,5510,5
S01000828,130,Argyll & Bute,4285,8
S01000829,130,Argyll & Bute,4998,6
S01000830,130,Argyll & Bute,5383,5
S01000831,130,Argyll & Bute,4787,6
S01000832,130,Argyll & Bute,4607,7
S01000833,150,Clackmannanshire,3101,12
S01000834,150,Clackmannanshire,1668,19
S01000835,150,Clackmannanshire,869,24
S01000836,150,Clackmannanshire,85,38
S01000837,150,Clackmannanshire,230,33
S01000838,150,Clackmannanshire,3169,11
S01000839,150,Clackmannanshire,3278,11
S01000840,150,Clackmannanshire,351,31
S01000841,150,Clackmannanshire,197,34
S01000842,150,Clackmannanshire,4501,7
S01000843,150,Clackmannanshire,3599,10
S01000844,150,Clackmannanshire,1965,17
S01000845,150,Clackmannanshire,3717,9
S01000846,150,Clackmannanshire,249,33
S01000847,150,Clackmannanshire,1375,20
S01000848,150,Clackmannanshire,3854,9
S01000849,150,Clackmannanshire,2686,13
S01000850,150,Clackmannanshire,753,25
S01000851,150,Clackmannanshire,4509,7
S01000852,150,Clackmannanshire,361,31
S01000853,150,Clackmannanshire,1766,18
S01000854,150,Clackmannanshire,1133,22
S01000855,150,Clackmannanshire,3106,11
S01000856,150,Clackmannanshire,1088,22
S01000857,150,Clackmannanshire,2161,16
S01000858,150,Clackmannanshire,5068,6
S01000859,150,Clackmannanshire,3915,9
S01000860,150,Clackmannanshire,1042,23
S01000861,150,Clackmannanshire,3924,9
S01000862,150,Clackmannanshire,4228,8
S01000863,150,Clackmannanshire,1665,19
S01000864,150,Clackmannanshire,3602,10
S01000865,150,Clackmannanshire,1247,21
S01000866,150,Clackmannanshire,732,25
S01000867,150,Clackmannanshire,449,29
S01000868,150,Clackmannanshire,533,28
S01000869,150,Clackmannanshire,415,30
S01000870,150,Clackmannanshire,844,24
S01000871,150,Clackmannanshire,2017,16
S01000872,150,Clackmannanshire,2183,16
S01000873,150,Clackmannanshire,4548,7
S01000874,150,Clackmannanshire,639,26
S01000875,150,Clackmannanshire,4151,8
S01000876,150,Clackmannanshire,1856,17
S01000877,150,Clackmannanshire,1072,22
S01000878,150,Clackmannanshire,5342,5
S01000879,150,Clackmannanshire,4432,7
S01000880,150,Clackmannanshire,5909,4
S01000881,150,Clackmannanshire,1219,21
S01000882,150,Clackmannanshire,1960,17
S01000883,150,Clackmannanshire,2647,13
S01000884,150,Clackmannanshire,3410,10
S01000885,150,Clackmannanshire,5768,4
S01000886,150,Clackmannanshire,2428,14
S01000887,150,Clackmannanshire,2365,15
S01000888,150,Clackmannanshire,1949,17
S01000889,150,Clackmannanshire,3111,11
S01000890,150,Clackmannanshire,1730,18
S01000891,150,Clackmannanshire,4508,7
S01000892,150,Clackmannanshire,5928,4
S01000893,150,Clackmannanshire,5372,5
S01000894,150,Clackmannanshire,4888,6
S01000895,150,Clackmannanshire,3403,10
S01000896,150,Clackmannanshire,6143,3
S01000897,170,Dumfries & Galloway,2713,13
S01000898,170,Dumfries & Galloway,3779,9
S01000899,170,Dumfries & Galloway,1381,20
S01000900,170,Dumfries & Galloway,4279,8
S01000901,170,Dumfries & Galloway,2856,13
S01000902,170,Dumfries & Galloway,4083,8
S01000903,170,Dumfries & Galloway,3357,11
S01000904,170,Dumfries & Galloway,3501,10
S01000905,170,Dumfries & Galloway,4491,7
S01000906,170,Dumfries & Galloway,3769,9
S01000907,170,Dumfries & Galloway,2179,16
S01000908,170,Dumfries & Galloway,2820,13
S01000909,170,Dumfries & Galloway,4498,7
S01000910,170,Dumfries & Galloway,3348,11
S01000911,170,Dumfries & Galloway,4685,7
S01000912,170,Dumfries & Galloway,3733,9
S01000913,170,Dumfries & Galloway,3726,9
S01000914,170,Dumfries & Galloway,5579,5
S01000915,170,Dumfries & Galloway,4351,7
S01000916,170,Dumfries & Galloway,2923,12
S01000917,170,Dumfries & Galloway,3085,12
S01000918,170,Dumfries & Galloway,2730,13
S01000919,170,Dumfries & Galloway,2561,14
S01000920,170,Dumfries & Galloway,3936,9
S01000921,170,Dumfries & Galloway,2988,12
S01000922,170,Dumfries & Galloway,3822,9
S01000923,170,Dumfries & Galloway,3099,12
S01000924,170,Dumfries & Galloway,1459,20
S01000925,170,Dumfries & Galloway,3136,11
S01000926,170,Dumfries & Galloway,2476,14
S01000927,170,Dumfries & Galloway,2189,15
S01000928,170,Dumfries & Galloway,3411,10
S01000929,170,Dumfries & Galloway,455,29
S01000930,170,Dumfries & Galloway,284,32
S01000931,170,Dumfries & Galloway,1705,18
S01000932,170,Dumfries & Galloway,2649,13
S01000933,170,Dumfries & Galloway,2494,14
S01000934,170,Dumfries & Galloway,516,28
S01000935,170,Dumfries & Galloway,2521,14
S01000936,170,Dumfries & Galloway,2747,13
S01000937,170,Dumfries & Galloway,684,26
S01000938,170,Dumfries & Galloway,2757,13
S01000939,170,Dumfries & Galloway,3208,11
S01000940,170,Dumfries & Galloway,4409,7
S01000941,170,Dumfries & Galloway,1685,18
S01000942,170,Dumfries & Galloway,3029,12
S01000943,170,Dumfries & Galloway,4934,6
S01000944,170,Dumfries & Galloway,3533,10
S01000945,170,Dumfries & Galloway,2839,13
S01000946,170,Dumfries & Galloway,3124,11
S01000947,170,Dumfries & Galloway,2646,13
S01000948,170,Dumfries & Galloway,3861,9
S01000949,170,Dumfries & Galloway,5942,4
S01000950,170,Dumfries & Galloway,3857,9
S01000951,170,Dumfries & Galloway,2917,12
S01000952,170,Dumfries & Galloway,2692,13
S01000953,170,Dumfries & Galloway,5789,4
S01000954,170,Dumfries & Galloway,3036,12
S01000955,170,Dumfries & Galloway,5064,6
S01000956,170,Dumfries & Galloway,2116,16
S01000957,170,Dumfries & Galloway,4040,8
S01000958,170,Dumfries & Galloway,1833,17
S01000959,170,Dumfries & Galloway,4442,7
S01000960,170,Dumfries & Galloway,2185,16
S01000961,170,Dumfries & Galloway,3674,9
S01000962,170,Dumfries & Galloway,2445,14
S01000963,170,Dumfries & Galloway,1622,19
S01000964,170,Dumfries & Galloway,5059,6
S01000965,170,Dumfries & Galloway,799,25
S01000966,170,Dumfries & Galloway,2098,16
S01000967,170,Dumfries & Galloway,1536,19
S01000968,170,Dumfries & Galloway,3956,9
S01000969,170,Dumfries & Galloway,1823,17
S01000970,170,Dumfries & Galloway,2053,16
S01000971,170,Dumfries & Galloway,1673,19
S01000972,170,Dumfries & Galloway,5518,5
S01000973,170,Dumfries & Galloway,3394,10
S01000974,170,Dumfries & Galloway,4204,8
S01000975,170,Dumfries & Galloway,5476,5
S01000976,170,Dumfries & Galloway,4333,8
S01000977,170,Dumfries & Galloway,4168,8
S01000978,170,Dumfries & Galloway,2732,13
S01000979,170,Dumfries & Galloway,4527,7
S01000980,170,Dumfries & Galloway,2776,13
S01000981,170,Dumfries & Galloway,5292,5
S01000982,170,Dumfries & Galloway,5162,5
S01000983,170,Dumfries & Galloway,4137,8
S01000984,170,Dumfries & Galloway,3594,10
S01000985,170,Dumfries & Galloway,3007,12
S01000986,170,Dumfries & Galloway,3475,10
S01000987,170,Dumfries & Galloway,4981,6
S01000988,170,Dumfries & Galloway,4962,6
S01000989,170,Dumfries & Galloway,4976,6
S01000990,170,Dumfries & Galloway,2986,12
S01000991,170,Dumfries & Galloway,4622,7
S01000992,170,Dumfries & Galloway,3666,10
S01000993,170,Dumfries & Galloway,4268,8
S01000994,170,Dumfries & Galloway,2657,13
S01000995,170,Dumfries & Galloway,5773,4
S01000996,170,Dumfries & Galloway,3757,9
S01000997,170,Dumfries & Galloway,5421,5
S01000998,170,Dumfries & Galloway,2154,16
S01000999,170,Dumfries & Galloway,5635,4
S01001000,170,Dumfries & Galloway,2768,13
S01001001,170,Dumfries & Galloway,4276,8
S01001002,170,Dumfries & Galloway,4236,8
S01001003,170,Dumfries & Galloway,4880,6
S01001004,170,Dumfries & Galloway,5505,5
S01001005,170,Dumfries & Galloway,4985,6
S01001006,170,Dumfries & Galloway,5747,4
S01001007,170,Dumfries & Galloway,2088,16
S01001008,170,Dumfries & Galloway,2908,12
S01001009,170,Dumfries & Galloway,4318,8
S01001010,170,Dumfries & Galloway,1655,19
S01001011,170,Dumfries & Galloway,5583,5
S01001012,170,Dumfries & Galloway,5335,5
S01001013,170,Dumfries & Galloway,3193,11
S01001014,170,Dumfries & Galloway,419,30
S01001015,170,Dumfries & Galloway,1802,18
S01001016,170,Dumfries & Galloway,2362,15
S01001017,170,Dumfries & Galloway,1827,17
S01001018,170,Dumfries & Galloway,1926,17
S01001019,170,Dumfries & Galloway,487,28
S01001020,170,Dumfries & Galloway,2344,15
S01001021,170,Dumfries & Galloway,2842,13
S01001022,170,Dumfries & Galloway,1580,19
S01001023,170,Dumfries & Galloway,4492,7
S01001024,170,Dumfries & Galloway,4588,7
S01001025,170,Dumfries & Galloway,5049,6
S01001026,170,Dumfries & Galloway,3655,10
S01001027,170,Dumfries & Galloway,3596,10
S01001028,170,Dumfries & Galloway,1738,18
S01001029,170,Dumfries & Galloway,598,27
S01001030,170,Dumfries & Galloway,5036,6
S01001031,170,Dumfries & Galloway,2191,15
S01001032,170,Dumfries & Galloway,630,26
S01001033,170,Dumfries & Galloway,1148,22
S01001034,170,Dumfries & Galloway,84,39
S01001035,170,Dumfries & Galloway,1386,20
S01001036,170,Dumfries & Galloway,1700,18
S01001037,170,Dumfries & Galloway,643,26
S01001038,170,Dumfries & Galloway,5656,4
S01001039,170,Dumfries & Galloway,4198,8
S01001040,170,Dumfries & Galloway,4560,7
S01001041,170,Dumfries & Galloway,5394,5
S01001042,170,Dumfries & Galloway,6039,3
S01001043,170,Dumfries & Galloway,4651,7
S01001044,170,Dumfries & Galloway,3688,9
S01001045,170,Dumfries & Galloway,5195,5
S01001046,170,Dumfries & Galloway,3892,9
S01001047,170,Dumfries & Galloway,4080,8
S01001048,170,Dumfries & Galloway,5791,4
S01001049,170,Dumfries & Galloway,2729,13
S01001050,170,Dumfries & Galloway,4018,8
S01001051,170,Dumfries & Galloway,2611,14
S01001052,170,Dumfries & Galloway,2089,16
S01001053,170,Dumfries & Galloway,3652,10
S01001054,170,Dumfries & Galloway,2516,14
S01001055,170,Dumfries & Galloway,3425,10
S01001056,170,Dumfries & Galloway,3232,11
S01001057,170,Dumfries & Galloway,4878,6
S01001058,170,Dumfries & Galloway,3303,11
S01001059,170,Dumfries & Galloway,2429,14
S01001060,170,Dumfries & Galloway,3235,11
S01001061,170,Dumfries & Galloway,4578,7
S01001062,170,Dumfries & Galloway,5069,6
S01001063,170,Dumfries & Galloway,4914,6
S01001064,170,Dumfries & Galloway,2982,12
S01001065,170,Dumfries & Galloway,4209,8
S01001066,170,Dumfries & Galloway,4144,8
S01001067,170,Dumfries & Galloway,4081,8
S01001068,170,Dumfries & Galloway,3500,10
S01001069,170,Dumfries & Galloway,3646,10
S01001070,170,Dumfries & Galloway,4145,8
S01001071,170,Dumfries & Galloway,4855,6
S01001072,170,Dumfries & Galloway,3830,9
S01001073,170,Dumfries & Galloway,3282,11
S01001074,170,Dumfries & Galloway,4608,7
S01001075,170,Dumfries & Galloway,3147,11
S01001076,170,Dumfries & Galloway,3153,11
S01001077,170,Dumfries & Galloway,3188,11
S01001078,170,Dumfries & Galloway,3711,9
S01001079,170,Dumfries & Galloway,4574,7
S01001080,170,Dumfries & Galloway,4555,7
S01001081,170,Dumfries & Galloway,2811,13
S01001082,170,Dumfries & Galloway,3780,9
S01001083,170,Dumfries & Galloway,2306,15
S01001084,170,Dumfries & Galloway,4065,8
S01001085,170,Dumfries & Galloway,2203,15
S01001086,170,Dumfries & Galloway,1236,21
S01001087,170,Dumfries & Galloway,872,24
S01001088,170,Dumfries & Galloway,816,24
S01001089,170,Dumfries & Galloway,2588,14
S01001090,180,Dundee City,5493,5
S01001091,180,Dundee City,5236,5
S01001092,180,Dundee City,4410,7
S01001093,180,Dundee City,3433,10
S01001094,180,Dundee City,5969,4
S01001095,180,Dundee City,6296,2
S01001096,180,Dundee City,3930,9
S01001097,180,Dundee City,4828,6
S01001098,180,Dundee City,6418,2
S01001099,180,Dundee City,2810,13
S01001100,180,Dundee City,2822,13
S01001101,180,Dundee City,4022,8
S01001102,180,Dundee City,3653,10
S01001103,180,Dundee City,6128,3
S01001104,180,Dundee City,2071,16
S01001105,180,Dundee City,5919,4
S01001106,180,Dundee City,5731,4
S01001107,180,Dundee City,2308,15
S01001108,180,Dundee City,2948,12
S01001109,180,Dundee City,2008,16
S01001110,180,Dundee City,1412,20
S01001111,180,Dundee City,1271,21
S01001112,180,Dundee City,3005,12
S01001113,180,Dundee City,2280,15
S01001114,180,Dundee City,150,36
S01001115,180,Dundee City,1435,20
S01001116,180,Dundee City,2105,16
S01001117,180,Dundee City,655,26
S01001118,180,Dundee City,2292,15
S01001119,180,Dundee City,2931,12
S01001120,180,Dundee City,3374,10
S01001121,180,Dundee City,787,25
S01001122,180,Dundee City,2608,14
S01001123,180,Dundee City,3287,11
S01001124,180,Dundee City,1956,17
S01001125,180,Dundee City,2537,14
S01001126,180,Dundee City,4850,6
S01001127,180,Dundee City,3012,12
S01001128,180,Dundee City,5677,4
S01001129,180,Dundee City,444,29
S01001130,180,Dundee City,2084,16
S01001131,180,Dundee City,965,23
S01001132,180,Dundee City,2549,14
S01001133,180,Dundee City,2598,14
S01001134,180,Dundee City,6029,3
S01001135,180,Dundee City,549,28
S01001136,180,Dundee City,902,24
S01001137,180,Dundee City,1098,22
S01001138,180,Dundee City,1584,19
S01001139,180,Dundee City,1599,19
S01001140,180,Dundee City,518,28
S01001141,180,Dundee City,2388,15
S01001142,180,Dundee City,4918,6
S01001143,180,Dundee City,4189,8
S01001144,180,Dundee City,949,23
S01001145,180,Dundee City,1855,17
S01001146,180,Dundee City,5008,6
S01001147,180,Dundee City,1436,20
S01001148,180,Dundee City,5038,6
S01001149,180,Dundee City,1898,17
S01001150,180,Dundee City,125,36
S01001151,180,Dundee City,32,45
S01001152,180,Dundee City,1074,22
S01001153,180,Dundee City,2821,13
S01001154,180,Dundee City,5882,4
S01001155,180,Dundee City,5934,4
S01001156,180,Dundee City,878,24
S01001157,180,Dundee City,5235,5
S01001158,180,Dundee City,2593,14
S01001159,180,Dundee City,3823,9
S01001160,180,Dundee City,2080,16
S01001161,180,Dundee City,2619,14
S01001162,180,Dundee City,4336,8
S01001163,180,Dundee City,792,25
S01001164,180,Dundee City,407,30
S01001165,180,Dundee City,566,27
S01001166,180,Dundee City,1112,22
S01001167,180,Dundee City,5256,5
S01001168,180,Dundee City,1661,19
S01001169,180,Dundee City,103,37
S01001170,180,Dundee City,342,31
S01001171,180,Dundee City,2615,14
S01001172,180,Dundee City,183,35
S01001173,180,Dundee City,786,25
S01001174,180,Dundee City,459,29
S01001175,180,Dundee City,243,33
S01001176,180,Dundee City,2134,16
S01001177,180,Dundee City,762,25
S01001178,180,Dundee City,1573,19
S01001179,180,Dundee City,5013,6
S01001180,180,Dundee City,1113,22
S01001181,180,Dundee City,4530,7
S01001182,180,Dundee City,1058,23
S01001183,180,Dundee City,266,32
S01001184,180,Dundee City,3589,10
S01001185,180,Dundee City,5303,5
S01001186,180,Dundee City,4385,7
S01001187,180,Dundee City,571,27
S01001188,180,Dundee City,248,33
S01001189,180,Dundee City,1025,23
S01001190,180,Dundee City,4899,6
S01001191,180,Dundee City,865,24
S01001192,180,Dundee City,86,38
S01001193,180,Dundee City,4012,8
S01001194,180,Dundee City,5095,6
S01001195,180,Dundee City,2090,16
S01001196,180,Dundee City,475,29
S01001197,180,Dundee City,1207,22
S01001198,180,Dundee City,805,25
S01001199,180,Dundee City,408,30
S01001200,180,Dundee City,89,38
S01001201,180,Dundee City,148,36
S01001202,180,Dundee City,672,26
S01001203,180,Dundee City,273,32
S01001204,180,Dundee City,4655,7
S01001205,180,Dundee City,3426,10
S01001206,180,Dundee City,1080,22
S01001207,180,Dundee City,929,24
S01001208,180,Dundee City,363,31
S01001209,180,Dundee City,4407,7
S01001210,180,Dundee City,561,27
S01001211,180,Dundee City,3616,10
S01001212,180,Dundee City,121,36
S01001213,180,Dundee City,218,33
S01001214,180,Dundee City,1352,21
S01001215,180,Dundee City,3840,9
S01001216,180,Dundee City,866,24
S01001217,180,Dundee City,394,30
S01001218,180,Dundee City,5629,4
S01001219,180,Dundee City,5451,5
S01001220,180,Dundee City,1084,22
S01001221,180,Dundee City,5047,6
S01001222,180,Dundee City,1099,22
S01001223,180,Dundee City,3562,10
S01001224,180,Dundee City,227,33
S01001225,180,Dundee City,4765,6
S01001226,180,Dundee City,181,35
S01001227,180,Dundee City,3383,10
S01001228,180,Dundee City,3554,10
S01001229,180,Dundee City,3600,10
S01001230,180,Dundee City,101,37
S01001231,180,Dundee City,1174,22
S01001232,180,Dundee City,5826,4
S01001233,180,Dundee City,618,27
S01001234,180,Dundee City,1516,20
S01001235,180,Dundee City,1089,22
S01001236,180,Dundee City,650,26
S01001237,180,Dundee City,2999,12
