Data Zone,Local Authority Code,local authority name,Income domain 2012 rank,Income domain 2012 rate (%)
S01000705,120,Angus,5074,5
S01000706,120,Angus,5771,4
S01000707,120,Angus,4987,6
S01000708,120,Angus,5271,5
S01000709,120,Angus,4128,8
S01000710,120,Angus,4116,8
S01000711,130,Argyll & Bute,4729,6
S01000712,130,Argyll & Bute,3870,9
S01000713,130,Argyll & Bute,3051,12
S01000714,130,Argyll & Bute,3785,9
S01000715,130,Argyll & Bute,2144,17
S01000716,130,Argyll & Bute,1124,23
S01000717,130,Argyll & Bute,646,28
S01000718,130,Argyll & Bute,2080,17
S01000719,130,Argyll & Bute,3693,10
S01000720,130,Argyll & Bute,3335,11
S01000721,130,Argyll & Bute,3037,12
S01000722,130,Argyll & Bute,2496,15
S01000723,130,Argyll & Bute,5575,4
S01000724,130,Argyll & Bute,3534,10
S01000725,130,Argyll & Bute,4624,7
S01000726,130,Argyll & Bute,4449,7
S01000727,130,Argyll & Bute,1818,18
S01000728,130,Argyll & Bute,4552,7
S01000729,130,Argyll & Bute,1989,17
S01000730,130,Argyll & Bute,1689,19
S01000731,130,Argyll & Bute,629,28
S01000732,130,Argyll & Bute,279,34
S01000733,130,Argyll & Bute,1361,22
S01000734,130,Argyll & Bute,4607,7
S01000735,130,Argyll & Bute,3038,12
S01000736,130,Argyll & Bute,3242,11
S01000737,130,Argyll & Bute,2254,16
S01000738,130,Argyll & Bute,4166,8
S01000739,130,Argyll & Bute,3324,11
S01000740,130,Argyll & Bute,3818,9
S01000741,130,Argyll & Bute,3452,11
S01000742,130,Argyll & Bute,3514,10
S01000743,130,Argyll & Bute,4058,8
S01000744,130,Argyll & Bute,1496,21
S01000745,130,Argyll & Bute,3441,11
S01000746,130,Argyll & Bute,2233,16
S01000747,130,Argyll & Bute,1572,20
S01000748,130,Argyll & Bute,413,31
S01000749,130,Argyll & Bute,104,40
S01000750,130,Argyll & Bute,2790,14
S01000751,130,Argyll & Bute,5665,4
S01000752,130,Argyll & Bute,617,29
S01000753,130,Argyll & Bute,2649,14
S01000754,130,Argyll & Bute,3115,12
S01000755,130,Argyll & Bute,4726,6
S01000756,130,Argyll & Bute,3291,11
S01000757,130,Argyll & Bute,3637,10
S01000758,130,Argyll & Bute,6029,3
S01000759,130,Argyll & Bute,1751,19
S01000760,130,Argyll & Bute,5426,4
S01000761,130,Argyll & Bute,4190,8
S01000762,130,Argyll & Bute,5967,3
S01000763,130,Argyll & Bute,5440,4
S01000764,130,Argyll & Bute,4816,6
S01000765,130,Argyll & Bute,5447,4
S01000766,130,Argyll & Bute,4032,9
S01000767,130,Argyll & Bute,204,36
S01000768,130,Argyll & Bute,2446,15
S01000769,130,Argyll & Bute,2123,17
S01000770,130,Argyll & Bute,351,32
S01000771,130,Argyll & Bute,4628,7
S01000772,130,Argyll & Bute,4946,6
S01000773,130,Argyll & Bute,3903,9
S01000774,130,Argyll & Bute,2889,13
S01000775,130,Argyll & Bute,4003,9
S01000776,130,Argyll & Bute,6126,3
S01000777,130,Argyll & Bute,2168,16
S01000778,130,Argyll & Bute,5537,4
S01000779,130,Argyll & Bute,3977,9
S01000780,130,Argyll & Bute,1518,20
S01000781,130,Argyll & Bute,6294,2
S01000782,130,Argyll & Bute,6117,3
S01000783,130,Argyll & Bute,4689,6
S01000784,130,Argyll & Bute,5543,4
S01000785,130,Argyll & Bute,3162,12
S01000786,130,Argyll & Bute,4122,8
S01000787,130,Argyll & Bute,4397,7
S01000788,130,Argyll & Bute,5176,5
S01000789,130,Argyll & Bute,3732,10
S01000790,130,Argyll & Bute,5304,5
S01000791,130,Argyll & Bute,2918,13
S01000792,130,Argyll & Bute,5662,4
S01000793,130,Argyll & Bute,3107,12
S01000794,130,Argyll & Bute,2140,17
S01000795,130,Argyll & Bute,4719,6
S01000796,130,Argyll & Bute,4963,6
S01000797,130,Argyll & Bute,3202,12
S01000798,130,Argyll & Bute,3478,11
S01000799,130,Argyll & Bute,6107,3
S01000800,130,Argyll & Bute,3723,10
S01000801,130,Argyll & Bute,4912,6
S01000802,130,Argyll & Bute,4294,8
S01000803,130,Argyll & Bute,5008,5
S01000804,130,Argyll & Bute,4563,7
S01000805,130,Argyll & Bute,4589,7
S01000806,130,Argyll & Bute,4588,7
S01000807,130,Argyll & Bute,4676,6
S01000808,130,Argyll & Bute,4966,6
S01000809,130,Argyll & Bute,4142,8
S01000810,130,Argyll & Bute,5054,5
S01000811,130,Argyll & Bute,6427,1
S01000812,130,Argyll & Bute,1634,20
S01000813,130,Argyll & Bute,4890,6
S01000814,130,Argyll & Bute,1828,18
S01000815,130,Argyll & Bute,566,29
S01000816,130,Argyll & Bute,3622,10
S01000817,130,Argyll & Bute,4082,8
S01000818,130,Argyll & Bute,4691,6
S01000819,130,Argyll & Bute,4177,8
S01000820,130,Argyll & Bute,5220,5
S01000821,130,Argyll & Bute,3971,9
S01000822,130,Argyll & Bute,4332,7
S01000823,130,Argyll & Bute,2683,14
S01000824,130,Argyll & Bute,4791,6
S01000825,130,Argyll & Bute,6072,3
S01000826,130,Argyll & Bute,3140,12
S01000827,130,Argyll & Bute,5339,5
S01000828,130,Argyll & Bute,4219,8
S01000829,130,Argyll & Bute,4565,7
S01000830,130,Argyll & Bute,4023,9
S01000831,130,Argyll & Bute,4121,8
S01000832,130,Argyll & Bute,4196,8
S01000833,150,Clackmannanshire,3566,10
S01000834,150,Clackmannanshire,1694,19
S01000835,150,Clackmannanshire,500,30
S01000836,150,Clackmannanshire,83,41
S01000837,150,Clackmannanshire,603,29
S01000838,150,Clackmannanshire,3269,11
S01000839,150,Clackmannanshire,4006,9
S01000840,150,Clackmannanshire,375,32
S01000841,150,Clackmannanshire,117,39
S01000842,150,Clackmannanshire,5070,5
S01000843,150,Clackmannanshire,3039,12
S01000844,150,Clackmannanshire,1722,19
S01000845,150,Clackmannanshire,4785,6
S01000846,150,Clackmannanshire,431,31
S01000847,150,Clackmannanshire,2005,17
S01000848,150,Clackmannanshire,3866,9
S01000849,150,Clackmannanshire,1914,18
S01000850,150,Clackmannanshire,443,31
S01000851,150,Clackmannanshire,5615,4
S01000852,150,Clackmannanshire,1489,21
S01000853,150,Clackmannanshire,1385,21
S01000854,150,Clackmannanshire,993,25
S01000855,150,Clackmannanshire,3018,12
S01000856,150,Clackmannanshire,1270,22
S01000857,150,Clackmannanshire,2583,14
S01000858,150,Clackmannanshire,4179,8
S01000859,150,Clackmannanshire,4666,6
S01000860,150,Clackmannanshire,632,28
S01000861,150,Clackmannanshire,4180,8
S01000862,150,Clackmannanshire,5281,5
S01000863,150,Clackmannanshire,2303,16
S01000864,150,Clackmannanshire,4657,6
S01000865,150,Clackmannanshire,1880,18
S01000866,150,Clackmannanshire,1262,22
S01000867,150,Clackmannanshire,499,30
S01000868,150,Clackmannanshire,389,32
S01000869,150,Clackmannanshire,396,32
S01000870,150,Clackmannanshire,738,27
S01000871,150,Clackmannanshire,2702,14
S01000872,150,Clackmannanshire,3134,12
S01000873,150,Clackmannanshire,4708,6
S01000874,150,Clackmannanshire,450,31
S01000875,150,Clackmannanshire,4170,8
S01000876,150,Clackmannanshire,2745,14
S01000877,150,Clackmannanshire,719,27
S01000878,150,Clackmannanshire,5926,3
S01000879,150,Clackmannanshire,4576,7
S01000880,150,Clackmannanshire,5257,5
S01000881,150,Clackmannanshire,1445,21
S01000882,150,Clackmannanshire,1971,18
S01000883,150,Clackmannanshire,2773,14
S01000884,150,Clackmannanshire,3643,10
S01000885,150,Clackmannanshire,5536,4
S01000886,150,Clackmannanshire,2827,13
S01000887,150,Clackmannanshire,3042,12
S01000888,150,Clackmannanshire,2097,17
S01000889,150,Clackmannanshire,3066,12
S01000890,150,Clackmannanshire,1234,23
S01000891,150,Clackmannanshire,4867,6
S01000892,150,Clackmannanshire,5146,5
S01000893,150,Clackmannanshire,5224,5
S01000894,150,Clackmannanshire,4581,7
S01000895,150,Clackmannanshire,4206,8
S01000896,150,Clackmannanshire,5513,4
S01000897,170,Dumfries & Galloway,2753,14
S01000898,170,Dumfries & Galloway,3373,11
S01000899,170,Dumfries & Galloway,1068,24
S01000900,170,Dumfries & Galloway,3715,10
S01000901,170,Dumfries & Galloway,2749,14
S01000902,170,Dumfries & Galloway,4802,6
S01000903,170,Dumfries & Galloway,3604,10
S01000904,170,Dumfries & Galloway,1855,18
S01000905,170,Dumfries & Galloway,4223,8
S01000906,170,Dumfries & Galloway,3646,10
S01000907,170,Dumfries & Galloway,2235,16
S01000908,170,Dumfries & Galloway,2602,14
S01000909,170,Dumfries & Galloway,4796,6
S01000910,170,Dumfries & Galloway,2965,13
S01000911,170,Dumfries & Galloway,4783,6
S01000912,170,Dumfries & Galloway,3006,12
S01000913,170,Dumfries & Galloway,3895,9
S01000914,170,Dumfries & Galloway,6056,3
S01000915,170,Dumfries & Galloway,3924,9
S01000916,170,Dumfries & Galloway,2521,15
S01000917,170,Dumfries & Galloway,3651,10
S01000918,170,Dumfries & Galloway,3656,10
S01000919,170,Dumfries & Galloway,2397,15
S01000920,170,Dumfries & Galloway,3870,9
S01000921,170,Dumfries & Galloway,2146,17
S01000922,170,Dumfries & Galloway,2913,13
S01000923,170,Dumfries & Galloway,3370,11
S01000924,170,Dumfries & Galloway,1502,21
S01000925,170,Dumfries & Galloway,2798,13
S01000926,170,Dumfries & Galloway,1725,19
S01000927,170,Dumfries & Galloway,1876,18
S01000928,170,Dumfries & Galloway,2188,16
S01000929,170,Dumfries & Galloway,216,35
S01000930,170,Dumfries & Galloway,85,41
S01000931,170,Dumfries & Galloway,1317,22
S01000932,170,Dumfries & Galloway,2031,17
S01000933,170,Dumfries & Galloway,2569,15
S01000934,170,Dumfries & Galloway,699,28
S01000935,170,Dumfries & Galloway,2351,16
S01000936,170,Dumfries & Galloway,2830,13
S01000937,170,Dumfries & Galloway,1005,25
S01000938,170,Dumfries & Galloway,2576,14
S01000939,170,Dumfries & Galloway,2755,14
S01000940,170,Dumfries & Galloway,3916,9
S01000941,170,Dumfries & Galloway,1468,21
S01000942,170,Dumfries & Galloway,2117,17
S01000943,170,Dumfries & Galloway,5578,4
S01000944,170,Dumfries & Galloway,2912,13
S01000945,170,Dumfries & Galloway,3589,10
S01000946,170,Dumfries & Galloway,2924,13
S01000947,170,Dumfries & Galloway,2405,15
S01000948,170,Dumfries & Galloway,4707,6
S01000949,170,Dumfries & Galloway,4767,6
S01000950,170,Dumfries & Galloway,3696,10
S01000951,170,Dumfries & Galloway,2598,14
S01000952,170,Dumfries & Galloway,2996,13
S01000953,170,Dumfries & Galloway,5868,3
S01000954,170,Dumfries & Galloway,2462,15
S01000955,170,Dumfries & Galloway,4541,7
S01000956,170,Dumfries & Galloway,1887,18
S01000957,170,Dumfries & Galloway,3711,10
S01000958,170,Dumfries & Galloway,2159,16
S01000959,170,Dumfries & Galloway,4655,6
S01000960,170,Dumfries & Galloway,2418,15
S01000961,170,Dumfries & Galloway,4031,9
S01000962,170,Dumfries & Galloway,3048,12
S01000963,170,Dumfries & Galloway,1421,21
S01000964,170,Dumfries & Galloway,5066,5
S01000965,170,Dumfries & Galloway,895,26
S01000966,170,Dumfries & Galloway,2726,14
S01000967,170,Dumfries & Galloway,2036,17
S01000968,170,Dumfries & Galloway,4311,8
S01000969,170,Dumfries & Galloway,1938,18
S01000970,170,Dumfries & Galloway,2078,17
S01000971,170,Dumfries & Galloway,914,25
S01000972,170,Dumfries & Galloway,5970,3
S01000973,170,Dumfries & Galloway,2870,13
S01000974,170,Dumfries & Galloway,5550,4
S01000975,170,Dumfries & Galloway,5466,4
S01000976,170,Dumfries & Galloway,3455,11
S01000977,170,Dumfries & Galloway,4100,8
S01000978,170,Dumfries & Galloway,3512,10
S01000979,170,Dumfries & Galloway,3538,10
S01000980,170,Dumfries & Galloway,3309,11
S01000981,170,Dumfries & Galloway,5476,4
S01000982,170,Dumfries & Galloway,5101,5
S01000983,170,Dumfries & Galloway,2587,14
S01000984,170,Dumfries & Galloway,3022,12
S01000985,170,Dumfries & Galloway,1776,19
S01000986,170,Dumfries & Galloway,2692,14
S01000987,170,Dumfries & Galloway,4512,7
S01000988,170,Dumfries & Galloway,5332,5
S01000989,170,Dumfries & Galloway,5093,5
S01000990,170,Dumfries & Galloway,3678,10
S01000991,170,Dumfries & Galloway,5035,5
S01000992,170,Dumfries & Galloway,4046,8
S01000993,170,Dumfries & Galloway,4321,8
S01000994,170,Dumfries & Galloway,2361,15
S01000995,170,Dumfries & Galloway,5881,3
S01000996,170,Dumfries & Galloway,3808,9
S01000997,170,Dumfries & Galloway,5450,4
S01000998,170,Dumfries & Galloway,1666,19
S01000999,170,Dumfries & Galloway,6047,3
S01001000,170,Dumfries & Galloway,3642,10
S01001001,170,Dumfries & Galloway,3850,9
S01001002,170,Dumfries & Galloway,4447,7
S01001003,170,Dumfries & Galloway,5494,4
S01001004,170,Dumfries & Galloway,5974,3
S01001005,170,Dumfries & Galloway,4844,6
S01001006,170,Dumfries & Galloway,5944,3
S01001007,170,Dumfries & Galloway,1768,19
S01001008,170,Dumfries & Galloway,3221,11
S01001009,170,Dumfries & Galloway,4313,8
S01001010,170,Dumfries & Galloway,1457,21
S01001011,170,Dumfries & Galloway,3368,11
S01001012,170,Dumfries & Galloway,5461,4
S01001013,170,Dumfries & Galloway,3229,11
S01001014,170,Dumfries & Galloway,551,30
S01001015,170,Dumfries & Galloway,1852,18
S01001016,170,Dumfries & Galloway,2850,13
S01001017,170,Dumfries & Galloway,1308,22
S01001018,170,Dumfries & Galloway,2435,15
S01001019,170,Dumfries & Galloway,280,34
S01001020,170,Dumfries & Galloway,1078,24
S01001021,170,Dumfries & Galloway,3163,12
S01001022,170,Dumfries & Galloway,2659,14
S01001023,170,Dumfries & Galloway,4119,8
S01001024,170,Dumfries & Galloway,3268,11
S01001025,170,Dumfries & Galloway,4327,7
S01001026,170,Dumfries & Galloway,4078,8
S01001027,170,Dumfries & Galloway,4550,7
S01001028,170,Dumfries & Galloway,1343,22
S01001029,170,Dumfries & Galloway,497,30
S01001030,170,Dumfries & Galloway,5501,4
S01001031,170,Dumfries & Galloway,2454,15
S01001032,170,Dumfries & Galloway,695,28
S01001033,170,Dumfries & Galloway,531,30
S01001034,170,Dumfries & Galloway,123,38
S01001035,170,Dumfries & Galloway,1645,19
S01001036,170,Dumfries & Galloway,1574,20
S01001037,170,Dumfries & Galloway,711,27
S01001038,170,Dumfries & Galloway,5787,3
S01001039,170,Dumfries & Galloway,4134,8
S01001040,170,Dumfries & Galloway,3667,10
S01001041,170,Dumfries & Galloway,6059,3
S01001042,170,Dumfries & Galloway,5366,4
S01001043,170,Dumfries & Galloway,5692,4
S01001044,170,Dumfries & Galloway,3412,11
S01001045,170,Dumfries & Galloway,5203,5
S01001046,170,Dumfries & Galloway,3907,9
S01001047,170,Dumfries & Galloway,4765,6
S01001048,170,Dumfries & Galloway,5590,4
S01001049,170,Dumfries & Galloway,2271,16
S01001050,170,Dumfries & Galloway,4310,8
S01001051,170,Dumfries & Galloway,1620,20
S01001052,170,Dumfries & Galloway,2368,15
S01001053,170,Dumfries & Galloway,4054,8
S01001054,170,Dumfries & Galloway,3050,12
S01001055,170,Dumfries & Galloway,2881,13
S01001056,170,Dumfries & Galloway,2089,17
S01001057,170,Dumfries & Galloway,4533,7
S01001058,170,Dumfries & Galloway,3173,12
S01001059,170,Dumfries & Galloway,1857,18
S01001060,170,Dumfries & Galloway,3019,12
S01001061,170,Dumfries & Galloway,3124,12
S01001062,170,Dumfries & Galloway,5049,5
S01001063,170,Dumfries & Galloway,3918,9
S01001064,170,Dumfries & Galloway,3798,9
S01001065,170,Dumfries & Galloway,3538,10
S01001066,170,Dumfries & Galloway,4014,9
S01001067,170,Dumfries & Galloway,4261,8
S01001068,170,Dumfries & Galloway,3256,11
S01001069,170,Dumfries & Galloway,4041,8
S01001070,170,Dumfries & Galloway,4061,8
S01001071,170,Dumfries & Galloway,4724,6
S01001072,170,Dumfries & Galloway,3153,12
S01001073,170,Dumfries & Galloway,3997,9
S01001074,170,Dumfries & Galloway,4910,6
S01001075,170,Dumfries & Galloway,3347,11
S01001076,170,Dumfries & Galloway,3828,9
S01001077,170,Dumfries & Galloway,2927,13
S01001078,170,Dumfries & Galloway,3009,12
S01001079,170,Dumfries & Galloway,4409,7
S01001080,170,Dumfries & Galloway,4154,8
S01001081,170,Dumfries & Galloway,2529,15
S01001082,170,Dumfries & Galloway,3953,9
S01001083,170,Dumfries & Galloway,2117,17
S01001084,170,Dumfries & Galloway,4016,9
S01001085,170,Dumfries & Galloway,2466,15
S01001086,170,Dumfries & Galloway,545,30
S01001087,170,Dumfries & Galloway,1140,23
S01001088,170,Dumfries & Galloway,799,27
S01001089,170,Dumfries & Galloway,2933,13
S01001090,180,Dundee City,5166,5
S01001091,180,Dundee City,4361,7
S01001092,180,Dundee City,4494,7
S01001093,180,Dundee City,3357,11
S01001094,180,Dundee City,5513,4
S01001095,180,Dundee City,5593,4
S01001096,180,Dundee City,3660,10
S01001097,180,Dundee City,4760,6
S01001098,180,Dundee City,6239,2
S01001099,180,Dundee City,2660,14
S01001100,180,Dundee City,2288,16
S01001101,180,Dundee City,4209,8
S01001102,180,Dundee City,4193,8
S01001103,180,Dundee City,6319,2
S01001104,180,Dundee City,1721,19
S01001105,180,Dundee City,6388,2
S01001106,180,Dundee City,5660,4
S01001107,180,Dundee City,2290,16
S01001108,180,Dundee City,2599,14
S01001109,180,Dundee City,2234,16
S01001110,180,Dundee City,1581,20
S01001111,180,Dundee City,1564,20
S01001112,180,Dundee City,2711,14
S01001113,180,Dundee City,1597,20
S01001114,180,Dundee City,429,31
S01001115,180,Dundee City,2130,17
S01001116,180,Dundee City,1153,23
S01001117,180,Dundee City,1245,22
S01001118,180,Dundee City,3655,10
S01001119,180,Dundee City,1697,19
S01001120,180,Dundee City,3657,10
S01001121,180,Dundee City,890,26
S01001122,180,Dundee City,1451,21
S01001123,180,Dundee City,3417,11
S01001124,180,Dundee City,2308,16
S01001125,180,Dundee City,2677,14
S01001126,180,Dundee City,5785,3
S01001127,180,Dundee City,2822,13
S01001128,180,Dundee City,6149,2
S01001129,180,Dundee City,1295,22
S01001130,180,Dundee City,2261,16
S01001131,180,Dundee City,1472,21
S01001132,180,Dundee City,2483,15
S01001133,180,Dundee City,2794,14
S01001134,180,Dundee City,5253,5
S01001135,180,Dundee City,590,29
S01001136,180,Dundee City,769,27
S01001137,180,Dundee City,748,27
S01001138,180,Dundee City,1467,21
S01001139,180,Dundee City,1678,19
S01001140,180,Dundee City,841,26
S01001141,180,Dundee City,2149,17
S01001142,180,Dundee City,5206,5
S01001143,180,Dundee City,5161,5
S01001144,180,Dundee City,1101,24
S01001145,180,Dundee City,1859,18
S01001146,180,Dundee City,5869,3
S01001147,180,Dundee City,1729,19
S01001148,180,Dundee City,5169,5
S01001149,180,Dundee City,2581,14
S01001150,180,Dundee City,273,34
S01001151,180,Dundee City,70,41
S01001152,180,Dundee City,1067,24
S01001153,180,Dundee City,2930,13
S01001154,180,Dundee City,6015,3
S01001155,180,Dundee City,4995,6
S01001156,180,Dundee City,1099,24
S01001157,180,Dundee City,5666,4
S01001158,180,Dundee City,2038,17
S01001159,180,Dundee City,3940,9
S01001160,180,Dundee City,951,25
S01001161,180,Dundee City,2884,13
S01001162,180,Dundee City,4329,7
S01001163,180,Dundee City,650,28
S01001164,180,Dundee City,1362,22
S01001165,180,Dundee City,1060,24
S01001166,180,Dundee City,720,27
S01001167,180,Dundee City,4891,6
S01001168,180,Dundee City,1983,17
S01001169,180,Dundee City,135,38
S01001170,180,Dundee City,253,34
S01001171,180,Dundee City,2519,15
S01001172,180,Dundee City,751,27
S01001173,180,Dundee City,602,29
S01001174,180,Dundee City,900,26
S01001175,180,Dundee City,196,36
S01001176,180,Dundee City,2637,14
S01001177,180,Dundee City,630,28
S01001178,180,Dundee City,1132,23
S01001179,180,Dundee City,5767,4
S01001180,180,Dundee City,1269,22
S01001181,180,Dundee City,5255,5
S01001182,180,Dundee City,1170,23
S01001183,180,Dundee City,660,28
S01001184,180,Dundee City,3639,10
S01001185,180,Dundee City,5193,5
S01001186,180,Dundee City,5168,5
S01001187,180,Dundee City,909,25
S01001188,180,Dundee City,449,31
S01001189,180,Dundee City,1735,19
S01001190,180,Dundee City,6250,2
S01001191,180,Dundee City,829,26
S01001192,180,Dundee City,230,35
S01001193,180,Dundee City,4925,6
S01001194,180,Dundee City,5157,5
S01001195,180,Dundee City,2458,15
S01001196,180,Dundee City,600,29
S01001197,180,Dundee City,1406,21
S01001198,180,Dundee City,770,27
S01001199,180,Dundee City,436,31
S01001200,180,Dundee City,84,41
S01001201,180,Dundee City,644,28
S01001202,180,Dundee City,581,29
S01001203,180,Dundee City,185,36
S01001204,180,Dundee City,5831,3
S01001205,180,Dundee City,4779,6
S01001206,180,Dundee City,1526,20
S01001207,180,Dundee City,795,27
S01001208,180,Dundee City,169,37
S01001209,180,Dundee City,4519,7
S01001210,180,Dundee City,276,34
S01001211,180,Dundee City,4222,8
S01001212,180,Dundee City,103,40
S01001213,180,Dundee City,224,35
S01001214,180,Dundee City,1871,18
S01001215,180,Dundee City,4339,7
S01001216,180,Dundee City,1086,24
S01001217,180,Dundee City,227,35
S01001218,180,Dundee City,5570,4
S01001219,180,Dundee City,4845,6
S01001220,180,Dundee City,614,29
S01001221,180,Dundee City,4448,7
S01001222,180,Dundee City,1045,24
S01001223,180,Dundee City,4480,7
S01001224,180,Dundee City,301,33
S01001225,180,Dundee City,5321,5
S01001226,180,Dundee City,52,43
S01001227,180,Dundee City,4386,7
S01001228,180,Dundee City,3620,10
S01001229,180,Dundee City,5279,5
S01001230,180,Dundee City,238,35
S01001231,180,Dundee City,1573,20
S01001232,180,Dundee City,5923,3
S01001233,180,Dundee City,202,36
S01001234,180,Dundee City,1786,19
S01001235,180,Dundee City,1075,24
S01001236,180,Dundee City,382,32
S01001237,180,Dundee City,4307,8
